work_item_id,project_id,parent_work_item_id,work_item_type,title,state,blocked_flag,created_date,closed_date,story_points
WI-000485,PJ-200-03-02,WI-000471,Story,Story 14 for PJ-200-03-02,Blocked,True,2026-06-19,,1
WI-000486,PJ-200-03-02,WI-000470,Story,Story 15 for PJ-200-03-02,Blocked,True,2026-04-10,,5
WI-000487,PJ-200-03-03,,Epic,Epic 1 for PJ-200-03-03,Backlog,False,2026-01-15,,
WI-000488,PJ-200-03-03,,Epic,Epic 2 for PJ-200-03-03,Done,False,2026-01-15,,
WI-000489,PJ-200-03-03,,Epic,Epic 3 for PJ-200-03-03,Backlog,False,2026-01-15,,
WI-000490,PJ-200-03-03,WI-000487,Story,Story 1 for PJ-200-03-03,Review,False,2026-01-13,,2
WI-000491,PJ-200-03-03,WI-000487,Story,Story 2 for PJ-200-03-03,Ready,False,2026-04-06,,1
WI-000492,PJ-200-03-03,WI-000487,Story,Story 3 for PJ-200-03-03,Review,False,2026-01-05,,1
WI-000493,PJ-200-03-03,WI-000489,Story,Story 4 for PJ-200-03-03,Ready,False,2026-03-28,,13
WI-000494,PJ-200-03-03,WI-000487,Story,Story 5 for PJ-200-03-03,Ready,False,2026-01-17,,13
WI-000495,PJ-200-03-03,WI-000487,Story,Story 6 for PJ-200-03-03,Blocked,True,2026-02-12,,1
WI-000496,PJ-200-03-03,WI-000488,Story,Story 7 for PJ-200-03-03,Done,False,2026-04-17,2026-04-26,3
WI-000497,PJ-200-03-03,WI-000487,Story,Story 8 for PJ-200-03-03,Blocked,True,2026-05-24,,8
WI-000498,PJ-200-03-03,WI-000488,Story,Story 9 for PJ-200-03-03,Done,False,2026-02-23,2026-03-23,1
WI-000499,PJ-200-03-03,WI-000487,Story,Story 10 for PJ-200-03-03,Ready,False,2026-03-01,,3
WI-000500,PJ-200-03-03,WI-000487,Story,Story 11 for PJ-200-03-03,Ready,False,2026-03-24,,5
WI-000501,PJ-200-03-03,WI-000487,Story,Story 12 for PJ-200-03-03,In Progress,False,2026-06-17,,5
WI-000502,PJ-200-03-03,WI-000487,Story,Story 13 for PJ-200-03-03,Review,False,2026-02-24,,1
WI-000503,PJ-200-03-03,WI-000489,Story,Story 14 for PJ-200-03-03,In Progress,False,2026-06-18,,8
WI-000504,PJ-200-03-03,WI-000487,Story,Story 15 for PJ-200-03-03,Backlog,False,2026-04-05,,2
WI-000505,PJ-200-03-04,,Epic,Epic 1 for PJ-200-03-04,In Progress,False,2026-01-15,,
WI-000506,PJ-200-03-04,,Epic,Epic 2 for PJ-200-03-04,In Progress,False,2026-01-15,,
WI-000507,PJ-200-03-04,,Epic,Epic 3 for PJ-200-03-04,Done,False,2026-01-15,,
WI-000508,PJ-200-03-04,WI-000507,Story,Story 1 for PJ-200-03-04,Backlog,False,2026-05-08,,8
WI-000509,PJ-200-03-04,WI-000506,Story,Story 2 for PJ-200-03-04,Done,False,2026-07-22,2026-08-04,1
WI-000510,PJ-200-03-04,WI-000507,Story,Story 3 for PJ-200-03-04,In Progress,False,2026-06-03,,13
WI-000511,PJ-200-03-04,WI-000507,Story,Story 4 for PJ-200-03-04,Blocked,True,2026-04-10,,2
WI-000512,PJ-200-03-04,WI-000507,Story,Story 5 for PJ-200-03-04,Ready,False,2026-03-27,,13
WI-000513,PJ-200-03-04,WI-000506,Story,Story 6 for PJ-200-03-04,Blocked,True,2026-03-23,,1
WI-000514,PJ-200-03-04,WI-000507,Story,Story 7 for PJ-200-03-04,Backlog,False,2026-03-27,,8
WI-000515,PJ-200-03-04,WI-000507,Story,Story 8 for PJ-200-03-04,Review,False,2026-04-25,,13
WI-000516,PJ-200-03-04,WI-000507,Story,Story 9 for PJ-200-03-04,Ready,False,2026-07-09,,8
WI-000517,PJ-200-03-04,WI-000505,Story,Story 10 for PJ-200-03-04,Backlog,False,2026-06-30,,1
WI-000518,PJ-200-03-04,WI-000506,Story,Story 11 for PJ-200-03-04,Backlog,False,2026-06-07,,2
WI-000519,PJ-200-03-04,WI-000505,Story,Story 12 for PJ-200-03-04,Review,False,2026-07-08,,8
WI-000520,PJ-200-03-04,WI-000505,Story,Story 13 for PJ-200-03-04,Backlog,False,2026-01-21,,3
WI-000521,PJ-200-03-04,WI-000505,Story,Story 14 for PJ-200-03-04,In Progress,False,2026-05-08,,2
WI-000522,PJ-200-03-04,WI-000507,Story,Story 15 for PJ-200-03-04,Ready,False,2026-04-07,,1
WI-000523,PJ-200-03-05,,Epic,Epic 1 for PJ-200-03-05,Backlog,False,2026-01-15,,
WI-000524,PJ-200-03-05,,Epic,Epic 2 for PJ-200-03-05,Done,False,2026-01-15,,
WI-000525,PJ-200-03-05,,Epic,Epic 3 for PJ-200-03-05,Done,False,2026-01-15,,
WI-000526,PJ-200-03-05,WI-000524,Story,Story 1 for PJ-200-03-05,Blocked,True,2026-04-24,,2
WI-000527,PJ-200-03-05,WI-000525,Story,Story 2 for PJ-200-03-05,In Progress,False,2026-03-13,,1
WI-000528,PJ-200-03-05,WI-000525,Story,Story 3 for PJ-200-03-05,Review,False,2026-05-14,,3
WI-000529,PJ-200-03-05,WI-000523,Story,Story 4 for PJ-200-03-05,Backlog,False,2026-07-12,,13
WI-000530,PJ-200-03-05,WI-000523,Story,Story 5 for PJ-200-03-05,In Progress,False,2026-03-26,,2
WI-000531,PJ-200-03-05,WI-000525,Story,Story 6 for PJ-200-03-05,Backlog,False,2026-05-19,,2
WI-000532,PJ-200-03-05,WI-000525,Story,Story 7 for PJ-200-03-05,Blocked,True,2026-07-25,,13
WI-000533,PJ-200-03-05,WI-000525,Story,Story 8 for PJ-200-03-05,Done,False,2026-02-26,2026-03-25,3
WI-000534,PJ-200-03-05,WI-000525,Story,Story 9 for PJ-200-03-05,Review,False,2026-02-16,,1
WI-000535,PJ-200-03-05,WI-000523,Story,Story 10 for PJ-200-03-05,Review,False,2026-01-17,,2
WI-000536,PJ-200-03-05,WI-000523,Story,Story 11 for PJ-200-03-05,Blocked,True,2026-01-14,,2
WI-000537,PJ-200-03-05,WI-000523,Story,Story 12 for PJ-200-03-05,Backlog,False,2026-02-02,,8
WI-000538,PJ-200-03-05,WI-000523,Story,Story 13 for PJ-200-03-05,Ready,False,2026-05-21,,8
WI-000539,PJ-200-03-05,WI-000525,Story,Story 14 for PJ-200-03-05,Review,False,2026-01-21,,5
WI-000540,PJ-200-03-05,WI-000525,Story,Story 15 for PJ-200-03-05,Ready,False,2026-03-21,,2
WI-000541,PJ-300-01-01,,Epic,Epic 1 for PJ-300-01-01,Backlog,False,2026-01-15,,
WI-000542,PJ-300-01-01,,Epic,Epic 2 for PJ-300-01-01,In Progress,False,2026-01-15,,
WI-000543,PJ-300-01-01,,Epic,Epic 3 for PJ-300-01-01,Backlog,False,2026-01-15,,
WI-000544,PJ-300-01-01,WI-000542,Story,Story 1 for PJ-300-01-01,Ready,False,2026-06-05,,3
WI-000545,PJ-300-01-01,WI-000543,Story,Story 2 for PJ-300-01-01,Review,False,2026-05-28,,2
WI-000546,PJ-300-01-01,WI-000541,Story,Story 3 for PJ-300-01-01,Review,False,2026-03-11,,3
WI-000547,PJ-300-01-01,WI-000541,Story,Story 4 for PJ-300-01-01,Review,False,2026-04-12,,5
WI-000548,PJ-300-01-01,WI-000543,Story,Story 5 for PJ-300-01-01,Review,False,2026-04-23,,8
WI-000549,PJ-300-01-01,WI-000541,Story,Story 6 for PJ-300-01-01,Review,False,2026-07-08,,5
WI-000550,PJ-300-01-01,WI-000542,Story,Story 7 for PJ-300-01-01,Review,False,2026-01-06,,1
WI-000551,PJ-300-01-01,WI-000543,Story,Story 8 for PJ-300-01-01,In Progress,False,2026-07-14,,8
WI-000552,PJ-300-01-01,WI-000542,Story,Story 9 for PJ-300-01-01,Done,False,2026-02-09,2026-02-23,5
WI-000553,PJ-300-01-01,WI-000542,Story,Story 10 for PJ-300-01-01,In Progress,False,2026-04-29,,3
WI-000554,PJ-300-01-01,WI-000542,Story,Story 11 for PJ-300-01-01,Done,False,2026-04-07,2026-05-18,1
WI-000555,PJ-300-01-01,WI-000543,Story,Story 12 for PJ-300-01-01,Ready,False,2026-03-27,,5
WI-000556,PJ-300-01-01,WI-000541,Story,Story 13 for PJ-300-01-01,Ready,False,2026-02-20,,1
WI-000557,PJ-300-01-01,WI-000542,Story,Story 14 for PJ-300-01-01,Done,False,2026-01-04,2026-01-30,5
WI-000558,PJ-300-01-01,WI-000542,Story,Story 15 for PJ-300-01-01,Review,False,2026-08-25,,13
WI-000559,PJ-300-01-02,,Epic,Epic 1 for PJ-300-01-02,In Progress,False,2026-01-15,,
WI-000560,PJ-300-01-02,,Epic,Epic 2 for PJ-300-01-02,In Progress,False,2026-01-15,,
WI-000561,PJ-300-01-02,,Epic,Epic 3 for PJ-300-01-02,In Progress,False,2026-01-15,,
WI-000562,PJ-300-01-02,WI-000561,Story,Story 1 for PJ-300-01-02,Blocked,True,2026-03-20,,1
WI-000563,PJ-300-01-02,WI-000559,Story,Story 2 for PJ-300-01-02,Backlog,False,2026-04-15,,5
WI-000564,PJ-300-01-02,WI-000559,Story,Story 3 for PJ-300-01-02,Done,False,2026-08-27,2026-09-09,5
WI-000565,PJ-300-01-02,WI-000560,Story,Story 4 for PJ-300-01-02,Blocked,True,2026-03-07,,8
WI-000566,PJ-300-01-02,WI-000561,Story,Story 5 for PJ-300-01-02,Review,False,2026-07-01,,13
WI-000567,PJ-300-01-02,WI-000559,Story,Story 6 for PJ-300-01-02,Blocked,True,2026-04-05,,13
WI-000568,PJ-300-01-02,WI-000561,Story,Story 7 for PJ-300-01-02,Review,False,2026-04-09,,2
WI-000569,PJ-300-01-02,WI-000559,Story,Story 8 for PJ-300-01-02,Review,False,2026-03-04,,3
WI-000570,PJ-300-01-02,WI-000561,Story,Story 9 for PJ-300-01-02,Blocked,True,2026-06-11,,1
WI-000571,PJ-300-01-02,WI-000561,Story,Story 10 for PJ-300-01-02,Blocked,True,2026-06-28,,2
WI-000572,PJ-300-01-02,WI-000561,Story,Story 11 for PJ-300-01-02,Done,False,2026-03-08,2026-04-09,2
WI-000573,PJ-300-01-02,WI-000561,Story,Story 12 for PJ-300-01-02,Ready,False,2026-03-07,,8
WI-000574,PJ-300-01-02,WI-000559,Story,Story 13 for PJ-300-01-02,Ready,False,2026-06-19,,1
WI-000575,PJ-300-01-02,WI-000561,Story,Story 14 for PJ-300-01-02,Backlog,False,2026-07-17,,13
WI-000576,PJ-300-01-02,WI-000560,Story,Story 15 for PJ-300-01-02,Review,False,2026-08-23,,13
WI-000577,PJ-300-01-03,,Epic,Epic 1 for PJ-300-01-03,Done,False,2026-01-15,,
WI-000578,PJ-300-01-03,,Epic,Epic 2 for PJ-300-01-03,Backlog,False,2026-01-15,,
WI-000579,PJ-300-01-03,,Epic,Epic 3 for PJ-300-01-03,Done,False,2026-01-15,,
WI-000580,PJ-300-01-03,WI-000578,Story,Story 1 for PJ-300-01-03,Ready,False,2026-08-21,,2
WI-000581,PJ-300-01-03,WI-000578,Story,Story 2 for PJ-300-01-03,Review,False,2026-08-01,,13
WI-000582,PJ-300-01-03,WI-000579,Story,Story 3 for PJ-300-01-03,Done,False,2026-03-19,2026-04-25,5
WI-000583,PJ-300-01-03,WI-000579,Story,Story 4 for PJ-300-01-03,In Progress,False,2026-05-31,,5
WI-000584,PJ-300-01-03,WI-000577,Story,Story 5 for PJ-300-01-03,Blocked,True,2026-07-12,,1
WI-000585,PJ-300-01-03,WI-000577,Story,Story 6 for PJ-300-01-03,Done,False,2026-06-12,2026-07-07,3
WI-000586,PJ-300-01-03,WI-000579,Story,Story 7 for PJ-300-01-03,Ready,False,2026-07-11,,5
WI-000587,PJ-300-01-03,WI-000577,Story,Story 8 for PJ-300-01-03,In Progress,False,2026-06-28,,2
WI-000588,PJ-300-01-03,WI-000577,Story,Story 9 for PJ-300-01-03,Review,False,2026-07-28,,1
WI-000589,PJ-300-01-03,WI-000578,Story,Story 10 for PJ-300-01-03,Blocked,True,2026-01-18,,8
WI-000590,PJ-300-01-03,WI-000578,Story,Story 11 for PJ-300-01-03,Blocked,True,2026-04-17,,13
WI-000591,PJ-300-01-03,WI-000577,Story,Story 12 for PJ-300-01-03,Ready,False,2026-04-21,,3
WI-000592,PJ-300-01-03,WI-000577,Story,Story 13 for PJ-300-01-03,Blocked,True,2026-02-17,,2
WI-000593,PJ-300-01-03,WI-000579,Story,Story 14 for PJ-300-01-03,Ready,False,2026-05-05,,1
WI-000594,PJ-300-01-03,WI-000577,Story,Story 15 for PJ-300-01-03,Done,False,2026-04-26,2026-05-12,2
WI-000595,PJ-300-01-04,,Epic,Epic 1 for PJ-300-01-04,Backlog,False,2026-01-15,,
WI-000596,PJ-300-01-04,,Epic,Epic 2 for PJ-300-01-04,Done,False,2026-01-15,,
WI-000597,PJ-300-01-04,,Epic,Epic 3 for PJ-300-01-04,Backlog,False,2026-01-15,,
WI-000598,PJ-300-01-04,WI-000596,Story,Story 1 for PJ-300-01-04,Ready,False,2026-07-27,,5
WI-000599,PJ-300-01-04,WI-000597,Story,Story 2 for PJ-300-01-04,Blocked,True,2026-04-23,,1
WI-000600,PJ-300-01-04,WI-000595,Story,Story 3 for PJ-300-01-04,Blocked,True,2026-08-11,,1
WI-000601,PJ-300-01-04,WI-000596,Story,Story 4 for PJ-300-01-04,Backlog,False,2026-03-17,,1
WI-000602,PJ-300-01-04,WI-000596,Story,Story 5 for PJ-300-01-04,Backlog,False,2026-03-12,,1
WI-000603,PJ-300-01-04,WI-000596,Story,Story 6 for PJ-300-01-04,Ready,False,2026-05-30,,5
WI-000604,PJ-300-01-04,WI-000595,Story,Story 7 for PJ-300-01-04,Backlog,False,2026-06-22,,1
WI-000605,PJ-300-01-04,WI-000597,Story,Story 8 for PJ-300-01-04,Backlog,False,2026-03-10,,8
WI-000606,PJ-300-01-04,WI-000595,Story,Story 9 for PJ-300-01-04,Backlog,False,2026-07-22,,2
WI-000607,PJ-300-01-04,WI-000596,Story,Story 10 for PJ-300-01-04,Backlog,False,2026-05-14,,8
WI-000608,PJ-300-01-04,WI-000596,Story,Story 11 for PJ-300-01-04,In Progress,False,2026-05-14,,5
WI-000609,PJ-300-01-04,WI-000597,Story,Story 12 for PJ-300-01-04,In Progress,False,2026-07-13,,5
WI-000610,PJ-300-01-04,WI-000597,Story,Story 13 for PJ-300-01-04,In Progress,False,2026-03-28,,3
WI-000611,PJ-300-01-04,WI-000596,Story,Story 14 for PJ-300-01-04,Ready,False,2026-03-22,,13
WI-000612,PJ-300-01-04,WI-000597,Story,Story 15 for PJ-300-01-04,Review,False,2026-04-13,,1
WI-000613,PJ-300-01-05,,Epic,Epic 1 for PJ-300-01-05,In Progress,False,2026-01-15,,
WI-000614,PJ-300-01-05,,Epic,Epic 2 for PJ-300-01-05,In Progress,False,2026-01-15,,
WI-000615,PJ-300-01-05,,Epic,Epic 3 for PJ-300-01-05,Backlog,False,2026-01-15,,
WI-000616,PJ-300-01-05,WI-000615,Story,Story 1 for PJ-300-01-05,Review,False,2026-01-01,,5
WI-000617,PJ-300-01-05,WI-000613,Story,Story 2 for PJ-300-01-05,Ready,False,2026-07-05,,8
WI-000618,PJ-300-01-05,WI-000615,Story,Story 3 for PJ-300-01-05,Done,False,2026-02-01,2026-02-21,2
WI-000619,PJ-300-01-05,WI-000615,Story,Story 4 for PJ-300-01-05,Review,False,2026-04-05,,13
WI-000620,PJ-300-01-05,WI-000615,Story,Story 5 for PJ-300-01-05,Review,False,2026-06-18,,5
WI-000621,PJ-300-01-05,WI-000613,Story,Story 6 for PJ-300-01-05,Ready,False,2026-06-19,,13
WI-000622,PJ-300-01-05,WI-000613,Story,Story 7 for PJ-300-01-05,In Progress,False,2026-07-28,,13
WI-000623,PJ-300-01-05,WI-000615,Story,Story 8 for PJ-300-01-05,Backlog,False,2026-04-03,,3
WI-000624,PJ-300-01-05,WI-000613,Story,Story 9 for PJ-300-01-05,Review,False,2026-06-23,,8
WI-000625,PJ-300-01-05,WI-000615,Story,Story 10 for PJ-300-01-05,Review,False,2026-05-05,,8
WI-000626,PJ-300-01-05,WI-000614,Story,Story 11 for PJ-300-01-05,Backlog,False,2026-07-23,,5
WI-000627,PJ-300-01-05,WI-000615,Story,Story 12 for PJ-300-01-05,Review,False,2026-08-29,,13
WI-000628,PJ-300-01-05,WI-000615,Story,Story 13 for PJ-300-01-05,Backlog,False,2026-08-20,,5
WI-000629,PJ-300-01-05,WI-000615,Story,Story 14 for PJ-300-01-05,Done,False,2026-03-17,2026-04-01,2
WI-000630,PJ-300-01-05,WI-000615,Story,Story 15 for PJ-300-01-05,Done,False,2026-08-11,2026-09-19,8
WI-000631,PJ-300-02-01,,Epic,Epic 1 for PJ-300-02-01,Backlog,False,2026-01-15,,
WI-000632,PJ-300-02-01,,Epic,Epic 2 for PJ-300-02-01,Backlog,False,2026-01-15,,
WI-000633,PJ-300-02-01,,Epic,Epic 3 for PJ-300-02-01,In Progress,False,2026-01-15,,
WI-000634,PJ-300-02-01,WI-000632,Story,Story 1 for PJ-300-02-01,Backlog,False,2026-07-23,,13
WI-000635,PJ-300-02-01,WI-000631,Story,Story 2 for PJ-300-02-01,Review,False,2026-05-21,,5
WI-000636,PJ-300-02-01,WI-000633,Story,Story 3 for PJ-300-02-01,Review,False,2026-01-30,,8
WI-000637,PJ-300-02-01,WI-000631,Story,Story 4 for PJ-300-02-01,Ready,False,2026-03-03,,2
WI-000638,PJ-300-02-01,WI-000633,Story,Story 5 for PJ-300-02-01,Blocked,True,2026-07-12,,1
WI-000639,PJ-300-02-01,WI-000633,Story,Story 6 for PJ-300-02-01,Review,False,2026-01-28,,1
WI-000640,PJ-300-02-01,WI-000632,Story,Story 7 for PJ-300-02-01,In Progress,False,2026-02-11,,3
WI-000641,PJ-300-02-01,WI-000632,Story,Story 8 for PJ-300-02-01,Blocked,True,2026-02-26,,13
WI-000642,PJ-300-02-01,WI-000631,Story,Story 9 for PJ-300-02-01,Blocked,True,2026-05-02,,13
WI-000643,PJ-300-02-01,WI-000633,Story,Story 10 for PJ-300-02-01,Done,False,2026-02-04,2026-03-19,5
WI-000644,PJ-300-02-01,WI-000632,Story,Story 11 for PJ-300-02-01,Blocked,True,2026-01-24,,2
WI-000645,PJ-300-02-01,WI-000631,Story,Story 12 for PJ-300-02-01,Done,False,2026-08-27,2026-10-07,13
WI-000646,PJ-300-02-01,WI-000633,Story,Story 13 for PJ-300-02-01,Review,False,2026-03-29,,13
WI-000647,PJ-300-02-01,WI-000632,Story,Story 14 for PJ-300-02-01,Blocked,True,2026-07-08,,13
WI-000648,PJ-300-02-01,WI-000631,Story,Story 15 for PJ-300-02-01,Done,False,2026-06-14,2026-07-14,2
WI-000649,PJ-300-02-02,,Epic,Epic 1 for PJ-300-02-02,In Progress,False,2026-01-15,,
WI-000650,PJ-300-02-02,,Epic,Epic 2 for PJ-300-02-02,Backlog,False,2026-01-15,,
WI-000651,PJ-300-02-02,,Epic,Epic 3 for PJ-300-02-02,In Progress,False,2026-01-15,,
WI-000652,PJ-300-02-02,WI-000649,Story,Story 1 for PJ-300-02-02,Backlog,False,2026-01-23,,3
WI-000653,PJ-300-02-02,WI-000651,Story,Story 2 for PJ-300-02-02,Done,False,2026-07-09,2026-07-24,1
WI-000654,PJ-300-02-02,WI-000649,Story,Story 3 for PJ-300-02-02,In Progress,False,2026-05-27,,3
WI-000655,PJ-300-02-02,WI-000650,Story,Story 4 for PJ-300-02-02,Done,False,2026-04-08,2026-04-11,1
WI-000656,PJ-300-02-02,WI-000650,Story,Story 5 for PJ-300-02-02,Done,False,2026-06-01,2026-06-16,5
WI-000657,PJ-300-02-02,WI-000651,Story,Story 6 for PJ-300-02-02,In Progress,False,2026-03-23,,2
WI-000658,PJ-300-02-02,WI-000651,Story,Story 7 for PJ-300-02-02,Blocked,True,2026-05-14,,8
WI-000659,PJ-300-02-02,WI-000650,Story,Story 8 for PJ-300-02-02,Backlog,False,2026-02-26,,1
WI-000660,PJ-300-02-02,WI-000650,Story,Story 9 for PJ-300-02-02,Review,False,2026-05-18,,2
WI-000661,PJ-300-02-02,WI-000649,Story,Story 10 for PJ-300-02-02,In Progress,False,2026-07-28,,5
WI-000662,PJ-300-02-02,WI-000649,Story,Story 11 for PJ-300-02-02,Review,False,2026-06-24,,8
WI-000663,PJ-300-02-02,WI-000651,Story,Story 12 for PJ-300-02-02,Ready,False,2026-03-14,,13
WI-000664,PJ-300-02-02,WI-000649,Story,Story 13 for PJ-300-02-02,Blocked,True,2026-08-06,,8
WI-000665,PJ-300-02-02,WI-000651,Story,Story 14 for PJ-300-02-02,In Progress,False,2026-03-23,,13
WI-000666,PJ-300-02-02,WI-000651,Story,Story 15 for PJ-300-02-02,In Progress,False,2026-02-01,,8
WI-000667,PJ-300-02-03,,Epic,Epic 1 for PJ-300-02-03,In Progress,False,2026-01-15,,
WI-000668,PJ-300-02-03,,Epic,Epic 2 for PJ-300-02-03,Done,False,2026-01-15,,
WI-000669,PJ-300-02-03,,Epic,Epic 3 for PJ-300-02-03,Backlog,False,2026-01-15,,
WI-000670,PJ-300-02-03,WI-000669,Story,Story 1 for PJ-300-02-03,In Progress,False,2026-05-07,,5
WI-000671,PJ-300-02-03,WI-000667,Story,Story 2 for PJ-300-02-03,In Progress,False,2026-01-16,,13
WI-000672,PJ-300-02-03,WI-000667,Story,Story 3 for PJ-300-02-03,Blocked,True,2026-02-23,,13
WI-000673,PJ-300-02-03,WI-000667,Story,Story 4 for PJ-300-02-03,Backlog,False,2026-07-08,,5
WI-000674,PJ-300-02-03,WI-000668,Story,Story 5 for PJ-300-02-03,Review,False,2026-07-06,,13
WI-000675,PJ-300-02-03,WI-000667,Story,Story 6 for PJ-300-02-03,Ready,False,2026-08-22,,8
WI-000676,PJ-300-02-03,WI-000668,Story,Story 7 for PJ-300-02-03,In Progress,False,2026-04-11,,13
WI-000677,PJ-300-02-03,WI-000668,Story,Story 8 for PJ-300-02-03,In Progress,False,2026-05-02,,5
WI-000678,PJ-300-02-03,WI-000668,Story,Story 9 for PJ-300-02-03,Done,False,2026-01-19,2026-02-09,13
WI-000679,PJ-300-02-03,WI-000669,Story,Story 10 for PJ-300-02-03,Ready,False,2026-08-25,,8
WI-000680,PJ-300-02-03,WI-000667,Story,Story 11 for PJ-300-02-03,Backlog,False,2026-04-11,,3
WI-000681,PJ-300-02-03,WI-000669,Story,Story 12 for PJ-300-02-03,Done,False,2026-07-12,2026-07-18,3
WI-000682,PJ-300-02-03,WI-000667,Story,Story 13 for PJ-300-02-03,Blocked,True,2026-04-28,,8
WI-000683,PJ-300-02-03,WI-000669,Story,Story 14 for PJ-300-02-03,Review,False,2026-02-05,,5
WI-000684,PJ-300-02-03,WI-000667,Story,Story 15 for PJ-300-02-03,Ready,False,2026-03-16,,2
WI-000685,PJ-300-02-04,,Epic,Epic 1 for PJ-300-02-04,Done,False,2026-01-15,,
WI-000686,PJ-300-02-04,,Epic,Epic 2 for PJ-300-02-04,Backlog,False,2026-01-15,,
WI-000687,PJ-300-02-04,,Epic,Epic 3 for PJ-300-02-04,Done,False,2026-01-15,,
WI-000688,PJ-300-02-04,WI-000686,Story,Story 1 for PJ-300-02-04,Backlog,False,2026-06-16,,13
WI-000689,PJ-300-02-04,WI-000687,Story,Story 2 for PJ-300-02-04,Done,False,2026-08-08,2026-08-17,2
WI-000690,PJ-300-02-04,WI-000687,Story,Story 3 for PJ-300-02-04,Review,False,2026-04-07,,2
WI-000691,PJ-300-02-04,WI-000685,Story,Story 4 for PJ-300-02-04,Backlog,False,2026-08-26,,3
WI-000692,PJ-300-02-04,WI-000685,Story,Story 5 for PJ-300-02-04,Ready,False,2026-05-02,,1
WI-000693,PJ-300-02-04,WI-000686,Story,Story 6 for PJ-300-02-04,Blocked,True,2026-05-12,,8
WI-000694,PJ-300-02-04,WI-000687,Story,Story 7 for PJ-300-02-04,Ready,False,2026-04-22,,13
WI-000695,PJ-300-02-04,WI-000685,Story,Story 8 for PJ-300-02-04,Ready,False,2026-04-14,,1
WI-000696,PJ-300-02-04,WI-000686,Story,Story 9 for PJ-300-02-04,Review,False,2026-03-03,,3
WI-000697,PJ-300-02-04,WI-000687,Story,Story 10 for PJ-300-02-04,Done,False,2026-06-26,2026-07-10,13
WI-000698,PJ-300-02-04,WI-000687,Story,Story 11 for PJ-300-02-04,Blocked,True,2026-04-07,,13
WI-000699,PJ-300-02-04,WI-000687,Story,Story 12 for PJ-300-02-04,Review,False,2026-01-23,,5
WI-000700,PJ-300-02-04,WI-000687,Story,Story 13 for PJ-300-02-04,Blocked,True,2026-03-12,,5
WI-000701,PJ-300-02-04,WI-000685,Story,Story 14 for PJ-300-02-04,Backlog,False,2026-04-05,,1
WI-000702,PJ-300-02-04,WI-000686,Story,Story 15 for PJ-300-02-04,Backlog,False,2026-01-22,,13
WI-000703,PJ-300-02-05,,Epic,Epic 1 for PJ-300-02-05,Done,False,2026-01-15,,
WI-000704,PJ-300-02-05,,Epic,Epic 2 for PJ-300-02-05,Done,False,2026-01-15,,
WI-000705,PJ-300-02-05,,Epic,Epic 3 for PJ-300-02-05,Backlog,False,2026-01-15,,
WI-000706,PJ-300-02-05,WI-000705,Story,Story 1 for PJ-300-02-05,Done,False,2026-01-06,2026-02-14,5
WI-000707,PJ-300-02-05,WI-000705,Story,Story 2 for PJ-300-02-05,Blocked,True,2026-03-12,,1
WI-000708,PJ-300-02-05,WI-000704,Story,Story 3 for PJ-300-02-05,Done,False,2026-07-23,2026-08-06,5
WI-000709,PJ-300-02-05,WI-000704,Story,Story 4 for PJ-300-02-05,Blocked,True,2026-06-15,,3
WI-000710,PJ-300-02-05,WI-000703,Story,Story 5 for PJ-300-02-05,Ready,False,2026-05-27,,3
WI-000711,PJ-300-02-05,WI-000705,Story,Story 6 for PJ-300-02-05,Blocked,True,2026-01-17,,2
WI-000712,PJ-300-02-05,WI-000703,Story,Story 7 for PJ-300-02-05,Blocked,True,2026-04-14,,5
WI-000713,PJ-300-02-05,WI-000704,Story,Story 8 for PJ-300-02-05,Done,False,2026-05-23,2026-06-28,1
WI-000714,PJ-300-02-05,WI-000705,Story,Story 9 for PJ-300-02-05,Done,False,2026-05-13,2026-06-19,13
WI-000715,PJ-300-02-05,WI-000705,Story,Story 10 for PJ-300-02-05,Ready,False,2026-02-01,,1
WI-000716,PJ-300-02-05,WI-000703,Story,Story 11 for PJ-300-02-05,Done,False,2026-02-16,2026-03-02,8
WI-000717,PJ-300-02-05,WI-000703,Story,Story 12 for PJ-300-02-05,In Progress,False,2026-04-25,,1
WI-000718,PJ-300-02-05,WI-000705,Story,Story 13 for PJ-300-02-05,Done,False,2026-02-02,2026-02-18,2
WI-000719,PJ-300-02-05,WI-000703,Story,Story 14 for PJ-300-02-05,Done,False,2026-01-23,2026-02-11,1
WI-000720,PJ-300-02-05,WI-000704,Story,Story 15 for PJ-300-02-05,Done,False,2026-02-01,2026-02-23,8
WI-000721,PJ-300-03-01,,Epic,Epic 1 for PJ-300-03-01,Backlog,False,2026-01-15,,
WI-000722,PJ-300-03-01,,Epic,Epic 2 for PJ-300-03-01,In Progress,False,2026-01-15,,
WI-000723,PJ-300-03-01,,Epic,Epic 3 for PJ-300-03-01,Done,False,2026-01-15,,
WI-000724,PJ-300-03-01,WI-000722,Story,Story 1 for PJ-300-03-01,Ready,False,2026-01-01,,1
WI-000725,PJ-300-03-01,WI-000723,Story,Story 2 for PJ-300-03-01,In Progress,False,2026-05-13,,8
WI-000726,PJ-300-03-01,WI-000723,Story,Story 3 for PJ-300-03-01,Ready,False,2026-04-24,,5
WI-000727,PJ-300-03-01,WI-000723,Story,Story 4 for PJ-300-03-01,In Progress,False,2026-06-27,,3
